iter,loss,cos_to_init,cos_to_prev,eff_dim,lat_low,lat_mid,lat_high,ks_stat,ks_p,wasserstein1,kl_div,acorr_lag1,acorr_sum
966,0.010881,0.976817,1.000000,65574.640625,0.03158966,0.124692194,0.8437181,0.001951,0.441938,0.002683,0.000573,0.016671,0.099926
967,0.010881,0.976780,1.000000,65574.429688,0.031602368,0.12469325,0.84370434,0.001944,0.446489,0.004258,0.000574,0.016686,0.099982
968,0.010881,0.976742,1.000000,65574.218750,0.031615026,0.124694325,0.84369063,0.001935,0.452973,0.004685,0.000575,0.016701,0.100037
969,0.010881,0.976704,1.000000,65574.007812,0.031627744,0.1246954,0.84367687,0.001938,0.450474,0.002847,0.000580,0.016716,0.100092
970,0.010880,0.976667,1.000000,65573.781250,0.03164045,0.12469647,0.84366304,0.001924,0.460167,0.002976,0.000579,0.016730,0.100147
971,0.010880,0.976629,1.000000,65573.570312,0.031653088,0.12469754,0.8436494,0.001904,0.473809,0.004642,0.000560,0.016745,0.100201
972,0.010880,0.976591,1.000000,65573.343750,0.03166566,0.12469862,0.8436357,0.001887,0.485101,0.004511,0.000555,0.016760,0.100256
973,0.010880,0.976554,1.000000,65573.125000,0.03167827,0.12469972,0.843622,0.001880,0.490054,0.002954,0.000551,0.016774,0.100310
974,0.010880,0.976516,1.000000,65572.882812,0.031690944,0.124700814,0.8436082,0.001881,0.489126,0.002621,0.000556,0.016789,0.100370
975,0.010880,0.976478,1.000000,65572.640625,0.031703588,0.124701925,0.84359443,0.001890,0.483316,0.002844,0.000551,0.016804,0.100433
976,0.010880,0.976440,1.000000,65572.414062,0.031716187,0.12470304,0.8435808,0.001898,0.477728,0.003334,0.000555,0.016818,0.100496
977,0.010880,0.976401,1.000000,65572.187500,0.031728823,0.12470416,0.8435671,0.001904,0.473468,0.005142,0.000553,0.016833,0.100559
978,0.010880,0.976363,1.000000,65571.960938,0.031741463,0.12470526,0.8435533,0.001919,0.463435,0.003221,0.000552,0.016848,0.100621
979,0.010880,0.976325,1.000000,65571.734375,0.03175408,0.12470639,0.84353954,0.001925,0.459110,0.003030,0.000550,0.016863,0.100683
980,0.010880,0.976287,1.000000,65571.507812,0.031766705,0.12470751,0.84352577,0.001938,0.450756,0.004359,0.000546,0.016877,0.100745
981,0.010880,0.976249,1.000000,65571.273438,0.0317793,0.124708645,0.84351206,0.001980,0.423461,0.003445,0.000548,0.016892,0.100807
982,0.010880,0.976210,1.000000,65571.062500,0.031791892,0.12470979,0.8434983,0.001996,0.413493,0.004179,0.000541,0.016907,0.100869
983,0.010880,0.976172,1.000000,65570.828125,0.031804446,0.12471095,0.84348464,0.002018,0.399530,0.004606,0.000535,0.016921,0.100931
984,0.010879,0.976134,1.000000,65570.585938,0.031817008,0.1247121,0.8434709,0.002017,0.399849,0.003097,0.000541,0.016936,0.100993
985,0.010879,0.976095,1.000000,65570.367188,0.031829525,0.12471328,0.8434572,0.002009,0.405044,0.004372,0.000540,0.016951,0.101054
986,0.010879,0.976057,1.000000,65570.132812,0.031842012,0.12471444,0.8434436,0.002023,0.396247,0.005186,0.000541,0.016965,0.101115
987,0.010879,0.976018,1.000000,65569.898438,0.031854503,0.12471562,0.84342986,0.002001,0.409926,0.003182,0.000539,0.016980,0.101176
988,0.010879,0.975979,1.000000,65569.664062,0.031866945,0.12471679,0.8434163,0.002019,0.398598,0.003492,0.000538,0.016994,0.101236
989,0.010879,0.975941,1.000000,65569.429688,0.031879388,0.12471798,0.8434026,0.002022,0.396997,0.003049,0.000538,0.017009,0.101297
990,0.010879,0.975902,1.000000,65569.164062,0.031891897,0.12471918,0.84338886,0.002038,0.387410,0.002679,0.000538,0.017024,0.101358
991,0.010879,0.975863,1.000000,65568.921875,0.03190435,0.12472037,0.84337527,0.002061,0.373545,0.004001,0.000535,0.017038,0.101419
992,0.010879,0.975824,1.000000,65568.664062,0.031916786,0.124721594,0.8433616,0.002062,0.372590,0.005055,0.000542,0.017053,0.101479
993,0.010879,0.975785,1.000000,65568.429688,0.03192923,0.1247228,0.84334797,0.002070,0.368069,0.004619,0.000549,0.017067,0.101540
994,0.010879,0.975747,1.000000,65568.179688,0.031941637,0.124724,0.8433344,0.002077,0.364228,0.003239,0.000536,0.017082,0.101600
995,0.010879,0.975707,1.000000,65567.953125,0.031954024,0.12472523,0.8433207,0.002055,0.376745,0.002640,0.000536,0.017097,0.101660
996,0.010879,0.975668,1.000000,65567.695312,0.031966344,0.124726474,0.8433072,0.002035,0.388777,0.004889,0.000540,0.017111,0.101719
997,0.010879,0.975629,1.000000,65567.429688,0.031978633,0.12472772,0.84329367,0.002007,0.406531,0.003799,0.000549,0.017126,0.101778
998,0.010878,0.975590,1.000000,65567.179688,0.031990882,0.12472897,0.84328014,0.002021,0.397728,0.003501,0.000552,0.017140,0.101837
999,0.010878,0.975551,1.000000,65566.937500,0.032003064,0.12473025,0.84326667,0.002006,0.407084,0.005060,0.000541,0.017154,0.101895
